Certainty,Exposant,Match,Titre
,"Laujol de Lafage, Georges",,3
,"Launay, Alexandre-François",,1
,"Launay, Elie de",,1
,"Launay, Fernand-Raoul-Gaston de",,1
,"Launay, Mlle Marie-Louise-Marguerite de",,1
,"Launaye, Victor-Alexandre-Marie de",,1
,"Laure, Jules",,31
,"Laurenceau, Mlle Agenorie",,4
,"Laurenceau, Mlle Agénorie",,2
,"Laurenceau, Mme Agénorie",,2
,"Laurens, Achille",,1
,"Laurens, Auguste",,5
,"Laurens, Jean-Bonaventure",,3
,"Laurens, Jean-Joseph-Bonaventure",,1
,"Laurens, Jules",,5
,"Laurens, Nicolas-Auguste",,20
,"Laurens, Nicolas-Auguste ",,2
,"Laurent, Achille",,1
,"Laurent, Elie",,3
,"Laurent, Elie-Joseph",,1
,"Laurent, Félix",,22
,"Laurent, Félix ",,2
,"Laurent, Henri-Adolphe-Louis",,4
,"Laurent, Henry-Adolphe-Louis",,1
,"Laurent, Mlle Claire",,1
,"Laurent, Mme (née Marie-Pauline-Jullien)",,1
,"Laurent, Mme (veuve ; née Marie Pillon)",,1
,"Laurent, Mme Lydie",,3
,"Laurent-Desrousseaux, Mme Lydie-Adèle",,5
,"Laurent-Desrousseaux, Mme Lydie-Adèle ",,2
,"Lauret aîné, Emmanuel-Joseph",,2
,"Lauret, François",,6
,"Lauron, Albin",,2
,"Lauron, Albin-Frédéric",,7
,"Lauron, Albin-Frédérique",,1
,"Lautour, Louis",,1
,"Lautz, Mlle Flore",,2
,"Lauvergne, Barthelemy",,1
,"Lauvergne, Barthélemy",,1
,"Lauverjat, Gaston de",,1
,"Lauwick, Alexandre",,11
,"Lauwick, Alexandre-Abel-Félix",,3
,"Laval, Charles",,1
,"Laval, Mme A.",,2
,"Laval, Pierre-Louis de",,5
,"Lavalard, Ernest",,9
,"Lavalard, Mme",,2
,"Lavalard, Mme veuve J.-B.",,1
,"Lavalard, Olympe",,7
,"Lavallard, Ernest",,1
,"Lavalley, Jean-François",,1
,"Lavallée, Mme P.",,1
,"Lavastre, Jean-Baptiste",,3
,"Lavau, Alexandre",,1
,"Lavaud, Henri",,1
,"Lavaud, Henri-Louis",,7
,"Lavauden, Alphonse",,2
,"Laverdet, Marc-Gustave",,2
,"Laverdet, Marcel-Gustave",,8
,"Lavergne, Claudius",,11
,"Lavergne, Claudius ",,1
,"Laverne, Charles Duboy de",,3
,"Laverne, Charles-Duboy de",,1
,"Laverrière, Mme Marie-Françoise",,1
,"Lavet, Ulysse",,1
,"Lavezzari, André",,3
,"Lavialle de Lameillière, Francis",,1
,"Lavidière, Alfred",,9
,"Lavie, Brice",,1
,"Lavie, Louis-Brice",,2
,"Lavieille, Eugène-Antoine-Samuel",,36
,"Lavieille, Eugène-Antoine-Samuel ",,1
,"Lavieille, Eugêne-Antoine-Samuel",,1
,"Lavieille, Mlle Marie-Ernestine ",,1
,"Lavieille, Mme Marie-Adrien (née Petit)",,2
,"Lavieille, Mme Marie-Eunestine Ferville-Suan",,1
,"Lavieille, Mme Marte-Ernestine Ferville-Suan",,1
,"Lavigne, Emile",,1
,"Lavigne, Emile-Joseph",,1
,"Laville, Mlle Marguerite de",,1
,"Laville, Philippe-Julien",,1
,"Laviron, Gabriel-Joseph-Hippolyte",,1
,"Lavoignant, Hippolyte",,1
,"Lavoignat, Hippolyte",,6
,"Lavoine, Louis-Victor",,1
,"Lavée, Jules",,1
,"Lawrence, André",,2
,"Laynaud, Ernest",,3
,"Laynaud, François-Louis",,4
,"Lays, Jean-Baptiste",,1
,"Lays, Jean-Pierre",,22
,"Lays, Jean-Pierre ",,2
,"Lazare, Jean",,2
,"Lazerges, Hippolyte-Jean-Raymond",,1
,"Lazerges, Jean-Baptiste-Paul",,10
,"Lazerges, Jean-Baptiste-Paul ",,2
,"Lazerges, Jean-Raimond-Hippolyte",,24
,"Lazerges, Jean-Raymond-Hippolite",,2
,"Lazerges, Jean-Raymond-Hippolyte",,22
,"Lazerges, Jean-Raymond-Hippolyte ",,2
,"Lazerges, Jean-Raymond-Hyppolyte",,3
,"Lazerges, Paul-Jean-Baptiste",,8
,"Laüenstein, Henri",,1
,"Laüs, Jean-Pierre",,2
,"Laÿs, Jean-Pierre",,14
,"Le Baillif, Alexandre-Gabriel",,1
,"Le Bailly D’Inghuem, vicomte Arthur-Jean",,2
,"Le Baron, Mlle Augusta",,2
,"Le Bas, Hippolyte-Gabriel",,6
,"Le Bihan, Alexandre",,12
,"Le Bihan, Alexandre ",,2
,"Le Blanc, Alexandre",,1
,"Le Blanc, Charles",,2
,"Le Blanc, Jean-Charles",,5
,"Le Blanc-Bellevaux, Charles",,1
,"Le Blanc-Bellevaux, Charles ",,1
,"Le Boucher, Maxime",,2
,"Le Boucher, Maxime-Nicolas",,1
,"Le Bru, Albert-Ferdinand",,1
,"Le Brun, Frédéric",,3
,"Le Camus, Louis",,9
,"Le Camus, Louis ",,2
,Le Canu,,1
,"Le Canu, Alph.",,1
,"Le Chenetier, René",,7
,"Le Chenetier, Victor",,3
,"Le Chevalier, Pierre-Paul",,3
,"Le Chevalier, Pierre-Toussaint ",,1
,Le Chevalier-Lafontaine,,2
,"Le Coeur, Jules-François",,2
,"Le Cointe, Charles-Joseph",,3
,"Le Cointe, Joseph-Charles",,1
,"Le Cointe, Mlle Amélie",,1
,"Le Comte, Emile",,5
,"Le Conte de Roujou, Auguste",,1
,"Le Cygne, Emile",,6
,"Le Cœur, Jules-François",,2
,"Le Dru, Albert",,1
,"Le Dru, Albert-Ferdinand",,1
,"Le Dru, Albert-Ferdinand ",,1
,"Le Duc, Mlle Louise",,1
,Le Fevre Deumier,,1
,"Le Floch, Eugène",,1
,"Le Fébure, Gabriel",,1
,"Le Gendre, Isidore-Julien",,5
,"Le Gendre, Léonce",,2
,"Le Gentile, Louis-Victor",,6
,"Le Gentile, Victor-Louis",,2
,"Le Gost, Achille",,1
,"Le Grain, Edmond",,4
,"Le Gray, Gustave",,2
,"Le Grip, Frédéric",,7
,"Le Grip, Polynice-Eugène",,1
,Le Henaff,,1
,"Le Henaff, Alphonse",,1
,"Le Henaff, Alphonse-François",,2
,"Le Hon, Henri-Sébastien",,3
,"Le Houx, Pierre-François",,1
,"Le Hénaff, Alphonse",,1
,"Le Hénaff, Alphonse-François",,1
,"Le Lièvre, Maurice",,1
,"Le Lièvre, Maurice-Charles ",,2
,"Le Lièvre, Maurice-Charles-Marie",,2
,"Le Liévre, Maurice-Charles",,1
,"Le Loup, dit Lépine",,2
,"Le Maire, Louis",,2
,"Le Marcis, Edmond",,1
,"Le Marié Des Landelles, Emile",,3
,"Le Marié des Landelles, Emile",,6
,"Le Marié des Landelles, Emile ",,1
,"Le Masson, Edouard",,7
,"Le Millier, Pierre-Marie-Hyacinthe",,2
,"Le Mire, Mme Elisa (née Navarre)",,1
,"Le More, Paul",,19
,"Le More, Paul ",,1
,"Le Nail, Marie-Ernest-Joseph",,2
,"Le Nail, Marie-Joseph-Ernest",,4
,"Le Nail, Marie-Joseph-Ernest ",,2
,"Le Natur, Maurice-Jules",,1
,"Le Petit, Alfred",,1
,"Le Pippre, Emeric-Marie-Septime",,2
,"Le Pippre, Septime",,2
,"Le Pippre, Septime-Emeric",,1
,"Le Poittevin, Louis",,4
,"Le Poittevin, Louis ",,1
,"Le Père, Alfred-Adolphe-Edouard",,3
,"Le Ray, Prudent",,4
,"Le Roch, Joseph",,1
,"Le Roch, Joseph-Toussaint",,1
,"Le Roho, Henri-Louis",,1
,"Le Roux, Auguste-François",,1
,"Le Roux, Charles-Marie-Guillaume",,9
,"Le Roux, Charles-Marie-Guillaume-René",,1
,"Le Roux, Célestin",,1
,"Le Roux, Louis-Eugène",,1
,"Le Roux, Marie-Guillaume-Charles",,17
,"Le Roux, Marie-Guillaume-Charles ",,2
,Le Roy,,1
,"Le Roy, Frantz",,1
,"Le Roy, Henri",,7
,"Le Secq, Henri",,12
,"Le Secq, Henry",,7
,Le Sourd-Beauregard,,2
,"Le Sourd-Beauregard, Ange-Louis-Guillaume",,2
,"Le Sourd-Beauregard, Louis-Gauillaume",,1
,"Le Sourd-Beauregard, Louis-Guillaume",,1
,"Le Sénéchal de Kerdréoret, Gustan",,1
,"Le Sénéchal de Kerdréoret, Gustan-Edouard",,7
,"Le Sénéchal de Kerdréoret, Gustan-Edouard ",,2
,"Le Sénéchal de Kerdréoret, Gustave-Edouard",,1
,Le Tellier-Beldame,,2
,"Le Thière, Clément",,1
,"Le Thière, René-Clément ",,1
,"Le Tournelle, Eugène",,2
,"Le Villain, Auguste-Ernest",,3
,"Le Villain, Auguste-Ernest ",,1
,"Lebaillif, Alexandre",,4
,"Lebaillif, Alexandre-Gabriel",,6
,"Lebarbier, Georges",,1
,"Lebaron, Mlle Augusta",,2
,"Lebarque, Léon-Albert",,1
,"Lebas, Gabriel-Hippolyte",,1
,"Lebas, Hippolyte",,1
,"Lebas, Hippolyte-Gabriel",,2
,"Lebas, Mme Léonie",,1
,"Lebas, Mme Léonie ",,1
,"Lebayle, Charles",,1
,"Lebayle, Charles ",,2
,"Lebert, Henri",,1
,"Lebeuffe, Théodore",,1
,"Leblan, Jean-Baptiste-Adrien",,1
,"Leblanc, Jean-Charles",,6
,"Leblanc, Lucien-Jules",,1
,"Leborgne, D. -P.",,5
,"Leboucher, Maxime-Nicolas",,2
,"Lebour, Alexandre",,4
,"Lebouys, Auguste",,4
,"Lebreton, Jean-Baptiste",,1
,"Lebreton, Louis",,3
,"Lebrun de Viviers, Aimé-Francis-Henri",,1
,"Lebrun, Auguste",,1
,"Lebrun, Charles",,2
,"Lebrun, Charles-Dominique",,2
,"Lebrun, Henriette-Perrard",,1
,"Lebrun, Mlle Henriette",,2
,"Lebrun, Mlle Marie",,1
,"Lebrun, Mme Marie",,5
,"Lebrun, Pierre",,3
,"Lebrun, Pierre ",,1
,"Lecadre, Alphonse",,3
,"Lecadre, Constant",,1
,"Lecadre, Constant-Théodore",,1
,"Lecanu, Louis-Alphonse",,1
,"Lecaron, Achille",,6
,"Lecaron, Jules-Achille",,3
,"Lecat, Auguste",,2
,"Lechene, Mme (née Amicie Blagny)",,1
,"Lechenetier, V.",,1
,"Lechevalier, Pierre",,3
,"Lechevalier-Chevignard, Edouard",,1
,"Lechevallier, Louis-Joseph",,2
,"Lechevallier, Pierre",,3
,"Lechêne, Mlle Mathilde",,1
,"Lechêne, Mme Amicie",,4
,"Leclaire, Léon",,1
,"Leclaire, Léon-Louis",,4
,"Leclerc, Constant-Ernest",,1
,"Leclercq, Charles",,1
,"Leclercq, Edmond",,1
,"Leclercq, Edouard",,1
,"Leclercq, Jules-Adolphe",,3
,"Leclercq, Louis",,3
,"Leclercq, Louis ",,1
,"Leclere, Auguste-Désiré",,1
,"Leclerq, Théodore-Timothée",,2
,"Lecluse, Mlle Anne-Henriette",,1
,"Leclère, Jules",,1
,"Leclère, Pierre",,2
,"Lecocq, Adrien",,1
,"Lecocq, Adrien ",,1
,"Lecocq, Adrien-Louis",,9
,"Lecocq, Mlle Maria-Caroline-Albine",,1
,"Lecocq, Mlle Mélina",,1
,"Lecointe, Charles",,4
,Lecomte dit Léonidas,,1
,"Lecomte, Emile",,27
,"Lecomte, Léonide",,5
,"Lecomte, Paul",,17
,"Lecomte, Paul ",,2
,"Lecomte, Pierre",,3
,"Lecomte, Victor",,2
,"Lecomte, Victor ",,2
,"Lecomte-Cherpin, Mme Marie-Alexina",,1
,"Lecomte-Cherpin, Mme Marie-Alvina",,1
,"Lecomte-Dunory, Jean-Antoine-Jules",,1
,"Lecomte-Dunouy, Jules-Jean-Antoine",,8
,"Lecomte-Dunouÿ, Jules-Jean-Antoine",,2
,"Lecomte-Vernet, Emile-Hippolyte",,2
,"Leconte de Roujou, Auguste",,1
,"Leconte de Roujou, Auguste-Louis-Gabriel",,9
,"Leconte de Roujou, Louis-Auguste-Gabriel",,4
,"Leconte, Edouard",,10
,"Lecoq, Adolphe",,1
,"Lecourt, Auguste",,1
,"Lecran, Marguerite-Zéolide",,1
,"Lecran, Mlle Maguerite-Zéolide",,2
,"Lecran, Mlle Marguerite-Zeolide",,1
,"Lecran, Mlle Marguerite-Zéolide",,12
,"Lecran, Mlle Marguerite-Zésolide",,2
,"Lecran, Mme Marguerite-Zeolide",,1
,"Lecran, Mme Marguerite-Zéolide",,2
,"Lecran, Mme Marguerite-Zéolide ",,1
,"Lecreux, Gaston",,2
,"Lecreux, Jules-Désiré",,1
,"Lecrosnier, Charles",,2
,"Lecurieux, J.",,1
,"Lecuyer, Léon",,1
,"Lecygne, Emile",,1
,"Ledieu, Alexis",,7
,"Ledieu, Philippe",,10
,"Ledoux, Auguste",,5
,"Leduc, Alfred",,1
,"Leduc, Charles",,3
,"Leduc, Marie-Victor",,9
,"Leduc, Marie-Victor ",,1
,"Leduc, Victor-Marie",,2
,"Lee, F.-R.",,3
,"Leemans, E. F.",,1
,"Leenhardt, Max",,3
,"Leenhoff, Ferdinand",,1
,"Leenhoff, Rudolph",,3
,"Leenhoff, Rudolphe",,6
,"Leenhoff, Rudolphe ",,1
,"Lefebure, Gabriel",,8
,"Lefebure, Mlle Célina",,10
,"Lefebvre, Adolphe",,8
,"Lefebvre, Adolphe-René",,2
,"Lefebvre, Charles",,53
,"Lefebvre, Charles ",,1
,"Lefebvre, Charles-Amable",,2
,"Lefebvre, Ernest-Eugène",,3
,"Lefebvre, Félix",,2
,"Lefebvre, Félix-Gabriel",,1
,"Lefebvre, Gabriel",,1
,"Lefebvre, Georges",,7
,"Lefebvre, Georges ",,2
,"Lefebvre, Henri-Victor ",,1
,"Lefebvre, Jules-Joseh",,1
,"Lefebvre, Jules-Joseph",,22
,"Lefebvre, Louis-Valère",,13
,"Lefebvre, Louis-Valère ",,1
,"Lefebvre, Lucien",,2
,"Lefebvre, Mlle Aglaé",,6
,"Lefebvre, René-Adolphe",,1
,"Leffler, Robert",,1
,"Lefman, Ferdinand",,1
,"Lefort Des Ylouses, Arthur-Henri",,4
,"Lefort des Ylouses, Arthur-Henri",,3
,"Lefort des Ylouses, Arthur-Henri ",,1
,"Lefort, Aristide",,1
,"Lefort, Jules-Henri",,2
,"Lefortier, Henri",,25
,"Lefortier, Henry",,12
,"Lefrançois, Mlle Jeanne",,2
,"Lefèbvre, Mlle Aglaé",,1
,"Lefèvre, Adolphe-René",,5
,"Lefèvre, Charles",,3
,"Lefèvre, Gabriel-Albert-Marie",,1
,"Lefèvre, Joseph Jules",,1
,"Lefèvre, Mlle Aglaée",,1
,"Lefèvre, Victor ",,1
,"Lefébure, Gabriel",,4
,"Lefébure, Mlle Celina",,2
,"Lefébure, Mlle Célina",,11
,"Leg, Léon",,3
,"Legagneur, Frédérique",,1
,"Legat, Léon",,29
,"Legat, Léon ",,2
,"Legendar, Léon-Adolphe",,1
,"Legendecker, Joseph",,3
,"Legendre, Isidore-Julien",,11
,"Legendre, Léon-Adolphe",,3
,"Legendre-Tilde, Isidore-Julien",,6
,"Legenisel, Louis-François-Eugène",,3
,"Legentile, Louis-Victor",,2
,"Legentile, Victor",,9
,Legost,,1
,"Legoué, Alexandre",,1
,"Legrain, Edmond",,6
,"Legrain, Jules-Antoine",,4
,Legrand,,3
,"Legrand de Saint Aubin, Mlle Amélie",,1
,"Legrand de Saint-Aubin, Mlle Amélie",,1
,"Legrand, Alexandre",,26
,"Legrand, Alexandre ",,2
,"Legrand, Auguste",,1
,"Legrand, Charles",,2
,"Legrand, Louis-Auguste",,19
,"Legrand, Louis-René",,4
,"Legrand, Marie-Eugène",,6
,"Legrand, Mlle Marie-Eugénie",,3
,"Legrand, Mlle Marie-Mathilde",,2
,"Legrand, Mlle Marie-Mathilde ",,1
,"Legrand, Paul",,1
,"Legrand, Prosper",,1
,"Legrand, René",,2
,"Legrand, René ",,1
,"Legrand, René-Louis",,1
,"Legrand, Théodoph",,1
,"Legrand, Théodore",,5
,"Legras, Auguste-François-Jean-Baptiste ",,2
,"Legras, François-Jean-Baptiste-Auguste",,2
,"Legray, Gustave",,1
,"Legret, Mlle Henriette",,2
,"Legrip, Frédéric",,27
,"Legros, Bélisaire",,1
,"Legros, Mme Adèle",,3
,"Lehaut, Mme (née Mathilde Bonnel de Longchamp)",,2
,"Lehaut, Mme (née Mathilde Bonnel de Longchamps)",,3
,"Lehaut, Mme (née Mathilde Bonner de Longchamp)",,2
,"Lehaut, Mme Mathilde (née Bonnel de Longchamp)",,1
,"Lehaut, Mme Mathilde (née Bonnet de Longchamps)",,1
,"Lehenaff, Alphonse",,1
,"Lehenaff, Alphonse-François",,4
,"Lehmann, Charles-Ernest-Adolphe-Henri",,2
,"Lehmann, Charles-Ernest-Rodolphe-Henri",,25
,"Lehmann, Georges",,11
,"Lehmann, Georges ",,1
,"Lehmann, Rodolphe",,14
,"Lehnert, Frédéric",,1
,"Lehnert, Pierre-Frédéric",,5
,"Lehoux, Pierre-François",,17
,"Leibl, Guillaume ",,1
,"Leiendecker, Mathias",,1
,"Leighton, Fred.",,2
,"Leindecker, Joseph",,8
,"Leindecker, Mathias",,4
,"Leisten, Mlle Ida",,1
,"Lejeune, Adolphe-Frédéric",,2
,"Lejeune, Eugène",,32
,"Lejeune, Eugène ",,2
,"Lejeune, Eugéne",,1
,"Lejeune, Henri",,1
,"Lejeune, Henry",,4
,"Lejeune, Mlle Marie-Louise",,1
,"Lejeune, Théodore",,4
,"Lejouteux, Jules-Gontran",,4
,"Lejouteux, Jules-Gontran ",,2
,"Leland, Henry",,2
,"Leland, Henry ",,2
,"Lelandais, Mme Joséphine-Désirée",,1
,"Lelarge, Léonce",,4
,"Lelarge, Raphaël",,1
,Leleux Mme Armand (née Emilie Giraud),,2
,"Leleux, Mme Armand (née Emile Giraud)",,3
,"Leleux, Mme Armand (née Emilie Giraud)",,13
,"Leleux, Mme Armand (née Etilie Giraud)",,2
,"Leleux, Mme Armand (née Giraud)",,4
,"Leleux, Mme Armand-Emilie (née Giraud)",,5
,"Leleux, Mme Emilie-Armand (née Giraud)",,5
,"Lelièvre, Charles",,1
,"Leloir, Alexandre-Louis",,6
,"Leloir, Auguste",,24
,"Leloir, Auguste ",,1
,"Leloir, Jean-Baptiste-Auguste",,16
,"Leloir, Louis-Alexandre",,2
,"Leloir, Mme (née Heloïse Colin)",,2
,"Leloir, Mme (née Héloise Colin)",,1
,"Leloir, Mme (née Héloïse Colin)",,3
,"Leloir, Mme Heloise (née Colin)",,1
,"Leloir, Mme Héloise (née Colin)",,4
,"Leloir, Mme Héloïse",,5
,"Lelong, Victor-Benoni",,1
,"Leloup, Eugène, dit L’Epine",,1
,"Leloup, Mme Louise",,1
,"Lema, Nicolas Gato de",,2
,"Lemaignen, Eugène",,1
,"Lemaire, Alfred-Pierre",,2
,"Lemaire, Alphonse",,2
,"Lemaire, Alphonse-Auguste-Joseph",,5
,"Lemaire, Casimir",,2
,"Lemaire, Jules-Claude",,1
,"Lemaire, Louis",,23
,"Lemaire, Louis ",,2
,"Lemaire, Louis-Marie",,3
,"Lemaire, Mlle Jeanne ",,1
,"Lemaire, Mme (née Madeleine Coll)",,4
,"Lemaire, Mme Adèle",,1
,"Lemaire, Mme Madeleine",,10
,"Lemaire, Mme Madeleine ",,2
,"Lemaire, Philippe-Honoré",,1
,"Lemaistre, Alexis",,5
,"Lemaistre, Alexis ",,1
,"Lemaistre, Mme Eugène (née Blot)",,2
,"Lemaitre, Charles-Edouard",,4
,"Lemaitre, Edouard",,2
,"Lemaitre, Nathanael",,2
,"Lemaitre, Nathanaël",,2
,"Lemaitre, Nathaniel",,2
,"Leman, Jacques",,2
,"Leman, Jacques-Edmond",,41
,"Leman, Jacques-Edmond ",,1
,"Leman, Jacques-Edouard",,1
,"Lemarchand, Michel-Constant",,1
,"Lemarchand, Mme (née Anna Benard)",,1
,"Lemarchand, Mme A.",,9
,"Lemarchand, Mme Anna",,1
,"Lemarchant, Camille",,2
,"Lemarchant, Mlle Lise",,1
,"Lemaresquier, Louis",,1
,"Lemariée, Paul",,9
,"Lemaréchal, Bienaimé",,3
,"Lemasle, Louis-Nicolas",,1
,"Lemasson, Edouard",,1
,"Lematte, Jacques-François-Fernand",,12
,"Lematte, Jacques-François-Fernand ",,2
,"Lemercier, Charles-Nicolas",,6
,"Lemeunier, Basile",,1
,"Lemez, Jules",,4
,"Lemire, Achille-Romain",,2
,"Lemmens, Emile",,23
,"Lemmens, Emile-Théophile-Victor",,4
,"Lemmens, Théophile-Victor-Emile",,1
,"Lemoine, Alexandre",,1
,"Lemoine, Charles-Alfred",,1
,"Lemoine-Benoit, Victor-Philippe-François",,3
,"Lemonnier, Ambroise-Théodore",,1
,"Lemonnier, Auguste",,3
,"Lemonnier, Camille",,10
,"Lemonnier, Camille ",,2
,"Lemonnier, Henry",,4
,"Lemonnier, Louis",,2
,"Lemonnier, Théodore",,1
,"Lemore, Paul",,1
,"Lemud, Ferdinand de",,3
,"Lemud, François-Joseph-Aimé de",,2
,"Lemée, Mme (née Léontine Roullin)",,2
,"Lemée, Mme Léontine (née Roulin)",,1
,"Leménorel, Ernest-Emile",,3
,"Lenail, Marie-Joseph-Ernest",,4
,"Lendegren, Mlle Amélie",,2
,"Lenfant, Albert-Hippolyte-Alphonse",,1
,"Lenfant, Louis",,1
,"Lenglet, Alfred",,6
,"Lenglet, Alfred-Adolphe",,4
,"Lenglet, Hilaire",,2
,"Lengo, Horace",,3
,"Lenipe, Gustave",,1
,"Lennevaux, Louis-Gabriel",,1
,"Lenoir, Albert-Alexandre",,1
,"Lenoir, Mlle Zélia",,1
,"Lenoir, Paul",,1
,"Lenoir, Paul-Marie",,12
,"Lenud, Aimé de",,1
,"Leofanti, Adolphe",,3
,"Leon y Escosura, Ignace de",,2
,"Lepage, Charles-Edmond-Constant",,3
,"Lepagner, François",,1
,"Lepaulle, François-Guillaume-Gabriel",,4
,Lepelle et Barry,,1
,"Lepelle, Mme Marie",,1
,"Lepelletier-Duclary, Alexandre-Louis",,1
,"Lepesqueur, Hyacinthe",,3
,"Lepesqueur, Hyacinthe-Florentin",,1
,"Lepeut, Mlle Armide",,10
,"Lepeut, Mme Armide",,2
,"Lepin, Mme la baronne Marie",,1
,"Lepind, Henry",,1
,Lepine (Stanislas),,1
,"Lepine, Stanislas",,5
,"Lepollart, Célestin",,1
,"Leprat, Pierre",,3
,"Leprat, Pierre ",,1
,"Leprince-Ringuet, Auguste-Emile",,2
,"Leprou, Adolphe",,1
,"Lepère, Alfred-Adolphe-Edouard",,1
,"Lepère, Auguste",,7
,"Lepère, Louis-Auguste",,2
,"Lepère, Mme Désirée (née Maucuit)",,1
,"Lequeutre, Hippolyte-Joseph",,6
,"Lequeux, Martial",,3
,"Leray, Prudent-Louis",,50
,"Leray, Prudent-Louis ",,2
,"Lerebours, Noël-Marie",,1
,"Leriverend, Mme Augustine",,1
,"Leriverend, Mme Augustine (née Rossignol)",,2
,"Leroho, Henri-Louis",,2
,"Leroux de Lincy, Mme (née Gabrielle-Emma Destailleur)",,2
,"Leroux de Lincy, Mme Emma",,7
,"Leroux, Alexandre",,6
,"Leroux, Charles-Marie-Guillaume",,14
,"Leroux, Célestin",,8
,"Leroux, Gaston-Adrien",,1
,"Leroux, Jean-Marie",,1
,"Leroux, Louis-Eugène",,1
,"Leroux, Marie-Guillaume-Charles",,4
,"Leroy, Charles",,1
,"Leroy, Etienne",,20
,"Leroy, Honoré",,1
,"Leroy, Jules",,9
,"Leroy, Louis",,23
,"Leroy, Mlle Augustine",,1
,"Leroy, Mlle Elvire",,2
,"Leroy, Paul-Alexandre-Alfred",,1
,"Leroy, feu Jules",,1
,"Lesaché, Emile-Eugène",,2
,"Lesage, Louis-Ernest",,1
,"Lesage, Louis-Ernest, Sahib",,1
,"Lesage, Louis-Ernest, dit Sahib",,1
,"Lesage, Mlle Gabrielle-Henriette",,1
,"Lescuyer, Léonie",,6
,"Lescuyer, Mlle Léonie",,18
,"Lescuyot, Mlle Louise",,1
,"Lesecq, Henri",,10
,"Lesecq, Henry",,2
,"Leslie, C.-R.",,5
,"Leslie, John",,1
,"Lesourd De Beauregard, Ange-Louis-Guillaume",,2
,"Lesourd de Beauregard, Ange-Louis-Guillaume",,3
,Lesourd de Beauregaurd,,4
,"Lesrel, Adolphe",,2
,"Lesrel, Adolphe-Alexandre",,23
,"Lesrel, Adolphe-Alexandre ",,2
,"Lesser, Alexandre",,1
,"Lessieux, Adolphe",,6
,"Lessore, Emile",,8
,"Lessore, Emile-Aubert",,3
,"Lessore, Jules",,4
,"Lestoquoy, Louis",,2
,"Lesueur, Charles",,1
,"Lesueur, Mlle Augustine",,4
,"Lesueur, Mlle Augustine-Camille",,1
,"Letellier, Arsène",,2
,"Letellier, François-Joseph",,1
,"Letorsay-Taine, Mme Virginie",,2
,"Letourneau, Edouard",,1
,"Letourneau, Louis-Alexis",,1
,"Letrone, Ludovic",,10
,"Letrône, Ludovic",,8
,"Letrône, Ludovic ",,2
,"Leu, Auguste",,4
,"Leuillier, Louis-Félix",,1
,"Leullier, Félix",,3
,"Leullier, Louis-Félix",,4
,"Levallois, Pierre-Ernest",,5
,"Levallois, Pierre-Ernest ",,2
,"Levasseur, Alexandre-Adolphe-Gustave",,4
,"Levasseur, Eugène",,1
,"Levasseur, Léon",,1
,"Leveau, Alphonse",,19
,"Leveau, D.",,3
,"Leveau, Félix",,1
,"Leverd, Léon-Alfred",,2
,"Leverd, Léon-Alfred ",,2
,"Levert, Gustave-Léopold ",,1
,"Levesque, Mlle Marie",,2
,"Levigne, Théodore",,1
,"Levillain, Auguste-Ernest",,1
,"Levis, Henri-Jean-Baptiste",,3
,"Levis, Henry-Léon-Baptiste",,3
,"Levoile, Henri",,1
,"Levot, Henri",,1
,"Levy, Gustave",,1
,"Levêque, Edmond",,3
,"Lewis, John-J.-Smith",,1
,"Lewis, John-S.",,1
,"Lewis, John-Smith",,1
,"Lewis, John.-S.",,1
,"Leyendecker, Joseph",,9
,"Leyendecker, Mathias",,13
,"Leyendecker, Paul",,10
,"Leyendecker, Paul-Joseph",,12
,"Leyendecker, Paul-Joseph ",,1
,"Leyendecker, feu Matthias",,1
,"Leygue, Eugène",,39
,"Leygue, Eugène ",,2
,"Leymarie, Camille",,1
,"Leys, Henri",,3
,"Lezla, Albert-Jean-Baptiste",,1
,"Lezla, J.-B. Albert",,1
,"Leÿendecker, Mathias",,1
,"Leÿendecker, Paul",,2
,"Lherminier, Louis-Alphonse",,1
,"Lhermitte, Léon-Augustin",,13
,"Lhermitte, Léon-Augustin ",,1
,"Lhernault, Just",,2
,"Lhote, Jules Louis-Marie",,1
,"Lhote, Jules-Louis-Marie",,4
,"Lhotellier, Emile",,1
,"Lhuillier, Alphonse",,2
,"Lhuillier, Charles-Marie",,1
,"Lhuillier, Didier-Alphonse",,1
,"Lhullier, Charles-Marie",,9
,"Lhullier, Charles-Marie ",,2
,"Liardo, Filippo",,1
,"Liardo, Philippe",,1
,"Lichtenheldt, Carl.",,2
,"Liebermann, Max",,7
,"Liebermann, Max ",,2
,"Liebert, Louis-François-Emmanuel",,2
,"Liedekerke, Arthur de",,1
,"Liefland, Johannes Van",,1
,"Lienhard, Mme (née Emile Boudier)",,1
,"Lier, Adolphe",,2
,"Lies, Joseph",,4
,"Lieste, Cornélis",,1
,"Lieto, Alexandre",,1
,"Lievre, Edouard",,1
,"Ligeret, Mlle Antonie",,1
,"Ligier de La Prade, Jean-François-Ernest",,1
,"Ligier, Jean-François-Ernest",,1
,"Ligiet de La Prade, Jean-François-Ernest",,1
,"Lignier, Jam-Camille",,1
,"Limoelan, Victor de",,3
,"Limoesan, Victor de",,1
,"Limousin, Mme Jeanne",,1
,"Limoëlan, Victor de",,2
,"Lind, Charles",,2
,"Lind, Charles W.",,1
