Certainty,Exposant,Match,Titre
,"Catuffe, Mlle Claire",,5
,"Catuffe, Mlle Claire ",,1
,"Caucaunier, Jean-Denis-Antoine",,2
,"Cauchois, Eugène-Henri",,6
,"Cauchois, Eugène-Henri ",,1
,"Cauchois, Henri",,2
,"Caudron, Eugène",,4
,"Caudron, Jules",,32
,"Caudron, Jules ",,2
,"Caudron, Jules-Désiré",,6
,"Caussade, Ch.",,3
,"Caussade, Charles",,3
,"Causse, Jules",,3
,"Causse, Mlle Angèle",,3
,"Cauvin, Edouard",,9
,"Cauvin, Louis-Edouard-Isidore",,1
,"Caux, Joseph",,1
,"Cavailhé, Paul",,1
,"Cavaille, Mme Julie (née Massenet)",,2
,"Cavaillé, Mme (née Jules Massenet)",,1
,"Cavaillé, Mme (née Julie Massenet)",,1
,"Cavaillé, Mme Julie",,1
,"Cavaillé, Mme Julie (née Massenet)",,6
,"Cavaillé, Mme Julien (née Massenet)",,2
,"Cavaillé, P. Paul",,2
,"Cavaillé, Paul",,13
,"Cavaillé, Pierre-Paul",,11
,"Cavalleri, chevalier Ferdinand",,1
,"Cavaro, Charles-Richard",,3
,"Cavé, Mme Marie-Elisabeth",,5
,"Cavé, Mme veuve (née Marie-Elisabeth)",,4
,"Cayla, Jules-Joseph",,2
,"Cazalis, Ernest-Stanislas ",,1
,"Cazamajor, Mme (née Victorine-Anna-Marie)",,1
,"Cazamajor, Mme Victorine",,2
,"Caze, Louis",,3
,"Cazes, J.-A.",,1
,"Cazin, Mme Marie (née Guillet)",,3
,"Cazin, Mme Marie (née Guillet) ",,1
,"Caüet, Mme Marie (née Colombet)",,1
,"Ceccarini, Alessandro",,4
,"Cederstrom, Gultave",,1
,"Cederstrom, baron Gustave de",,1
,"Cederström, baron Gustave de",,2
,"Cellier, Jules",,1
,"Cellier, Jules-Henri",,9
,"Cellier, Jules-Henri ",,1
,"Cels, Eugène",,8
,"Cels, Jean-Michel",,2
,"Ceramano, Charles-Ferdinand",,7
,"Ceramano, Charles-Ferdinand ",,2
,Cerda,,1
,"Cerf, Emilie",,2
,"Cerf, Mlle Emélie",,1
,"Ceriez, Théodore",,12
,"Ceriez, Théodore ",,1
,"Cermak, Iaroslaw",,1
,"Cermak, Jaroslav",,9
,"Cermak, Jaroslav ",,1
,"Cermak, Jaroslaw",,7
,"Cernay, Emile",,1
,"Cernay-Latour, Emile",,2
,"Cesbron, Achille-Théodore",,6
,"Cesbron, Achille-Théodore ",,1
,"Cesbron-Lavau, Jules",,2
,"Cesson, Victor",,1
,"Cesson, Victor-Etienne",,5
,"Cetner, Alexandre de",,2
,"Cetner, Alexandre-Albert de",,5
,"Cetner, Alexandre-Albert de ",,1
,"Chabal-Dussurcey, Pierre-Adrien",,2
,"Chabal-Dussurger, Pierre-Adrien",,2
,"Chabal-Dussurgey, Pierre-Adrien",,15
,"Chable, Mme Henriette (née Nolet)",,1
,"Chabod, Emile",,2
,"Chabod, Emile-Delphe ",,1
,"Chabod, Emile-Delphes",,1
,"Chabrié, Jean-Charles",,1
,"Chabry, L.",,2
,"Chabry, Martin-Léonce",,4
,"Chadeuil, Gustave",,1
,"Chaeppi, Mlle S.",,1
,"Chagot, Edmond",,8
,"Chaigneau, Ferdinand",,33
,"Chaigneau, Ferdinand ",,2
,"Chaigneau, Jean-Ferdinand",,9
,"Chaignet, Hippolyte",,5
,"Chaignon, Alphonse",,3
,"Chaillery, Eugène-Louis",,3
,"Chaillou, Narcisse",,14
,"Chaillou, Narcisse ",,1
,"Chailly, Victor",,1
,"Chainbaux, Louis-Nicolas",,3
,"Chaine, Achlle",,1
,"Chaine, Alphonse",,3
,"Chaix, Auguste",,1
,"Chaix, Mme Désirée",,3
,"Chalambert, Abel de",,1
,"Chalambert, Marie-Alexandre-Abel de ",,1
,"Challard, Achille-Auguste",,1
,"Challard, Auguste-Achille",,1
,"Challard, Auguste-Achille ",,1
,"Challié, Mlle Alphonsine de",,3
,"Chalmé, Alfred",,2
,"Chalon, A.-E.",,1
,"Chalon, J.-J.",,3
,"Chalon, Louis",,1
,"Chalot, Antoine",,5
,"Chalot, Antoine ",,1
,"Chaly, Etienne",,1
,"Chamagne, Mlle Christine",,1
,"Chambord, Fernand de",,3
,"Chambord, Fernard de",,1
,"Chamerlat, Jules",,4
,"Chamerlat, Jules-Marc",,8
,"Champagne, Lucien-Jules",,2
,"Champeaux, Octave de",,12
,"Champeaux, Octave de ",,2
,"Champein, Mme Amélie",,4
,"Champin, J.-J.",,2
,"Champin, Jean-Jacques",,2
,"Champin, Mme Elisa (née Pitet)",,2
,"Champin, Mme Elisa-Honorine (née Pitet)",,1
,"Champion, Edme-Théodore",,3
,"Champion, Edmé",,5
,"Champion, Edmé-Théodore",,5
,"Champion, Edmé-Théodore ",,2
,"Champion, Georges",,1
,"Champion, Jules",,1
,"Champion, Léon-Jules",,1
,"Champmartin, Charles-Emile",,1
,"Champmartin, E.",,6
,"Champney, James-Wells",,1
,"Chancel, Benoit",,5
,"Chandelier, J.",,5
,"Chandelier, Jules",,14
,"Chanet, Henri",,10
,"Chanet, Henri ",,2
,"Chanson, Emile",,1
,"Chanson, Emile-Charles",,11
,"Chanson, Mlle Geneviève-Irma",,2
,"Chantal, Jean-Adelin-Louis",,2
,"Chanterac, François de",,2
,"Chanton, Mme Louise (baronne Lambert)",,2
,"Chanton, Mme la baronne Louise Tristan-Lambert",,4
,"Chantre, Fleury",,2
,"Chantrier, Paul-Louis",,4
,"Chantron, Alexandre-Jacques",,4
,"Chantron, Alexandre-Jacques ",,2
,"Chantérac, François de",,2
,"Chanut, Alfred",,3
,"Chanut, Charles",,5
,"Chanvier de Léon, Georges-Ernest",,1
,"Chapelier, Pierre-Jean",,1
,"Chapellier, Pierre-Jean",,1
,"Chaperon, Eugène",,3
,"Chaperon, Philippe",,3
,"Chaplain, Jules-Clément",,9
,"Chaplin, Charles-Josuah",,11
,"Chaplin, Josuah-Charles",,8
,"Chapman, C.",,2
,"Chapoton, Grégoire",,9
,"Chapron, Louis-Félix",,1
,"Chapront, Louis",,1
,"Chapuis, Hippolyte",,3
,"Chapuis, Honoré",,18
,"Charbonnel, Jean-Louis",,18
,"Charbonnel, Jean-Louis ",,2
,"Charbonnier, Alexis",,2
,"Chardigny, Jules",,4
,"Chardin, Gabriel",,11
,"Chardin, Gabriel-Gervais",,11
,"Chardin, Paul",,3
,"Chardin, Paul-Louis-Léger",,16
,"Charenton, Roger",,2
,"Charlemagne, Hippolyte",,2
,"Charlemont, Edouard",,1
,"Charlerie, Hippolyte de La",,1
,"Charles, Fernand",,1
,"Charles, Gustave",,1
,"Charles, Joseph",,1
,"Charles, Louis-Joseph",,1
,"Charlet, Emile-Jean-Joseph ",,1
,"Charlier, Charles",,1
,"Charlier, Charles-Louis-Henri",,1
,"Charlot, Paul",,1
,"Charmaille, Jean-Baptiste",,1
,"Charodeau, François-Auguste",,2
,"Charon-Lémérillon, Benjamin-Théophile",,1
,"Charpentier, Alfred",,9
,"Charpentier, Auguste",,31
,"Charpentier, Edouard",,4
,"Charpentier, Eugène",,9
,"Charpentier, Eugène ",,2
,"Charpentier-Bosio, Amédée",,3
,"Charpin, Albert",,12
,"Charpin, Albert ",,1
,"Charreyre, Antoine",,1
,"Charrier, Maxime",,3
,"Chartier, P.",,3
,"Chartier, Pierre",,3
,"Charton, Edouard",,2
,"Charvot, Eugène",,3
,"Chase, Harry",,2
,"Chaseray, Edmond",,2
,"Chassant, Mlle Claire",,5
,"Chasseaud, Mlle Lilly",,1
,"Chasselat-Saint-Ange, Henri-Jean",,20
,"Chasselat-Saint-Ange, Henry-Jean",,5
,"Chasseval, Henri-Augustin de",,1
,"Chassevent, Charles-Marie",,4
,"Chassevent, Gustave-Adolphe",,16
,"Chassevent, Gustave-Adolphe ",,1
,"Chassevent, Joseph-Charles",,2
,"Chassevent, Joseph-Marie",,1
,"Chassevent, Marie-Charles",,2
,"Chassevent, Marie-Joseph-Charles",,8
,"Chassevent-Bacque, Gustave-Adolphe",,2
,"Chassin, Mlle Jeanne",,1
,"Chassériau, Théodore",,21
,"Chastanier, Mlle Louise",,1
,"Chastanier, Mlle Marie-Victoire",,1
,"Chataignier, Mlle Anna",,2
,"Chataignier, Mlle Anna ",,2
,"Chataud, Marc-Alfred",,24
,"Chataud, Marc-Alfred ",,1
,"Chateaubriant, Alphonse-René-Marie de",,2
,"Chatelain, Louis",,1
,"Chatelet, Edmond",,1
,"Chatelin, Ambroise",,2
,"Chatelin, Nicolas-Ambroise",,1
,"Chatellier, Armand-Paul du",,1
,"Chatellier, Henry",,1
,"Chatellier, Paul du",,2
,"Chatigny, Jean-Baptiste",,2
,"Chatigny, Joanny",,6
,"Chatillon, Auguste de",,4
,"Chatillon, Henry-Guillaume",,1
,"Chatillon, Mlle Laure de",,4
,"Chatillon, Mme Laure (née Delaune)",,3
,"Chatillon, Mme Laure de",,29
,"Chatillon, Mme Laure de ",,2
,"Chatillon, Mme de (née Laure Delaune)",,2
,"Chatiniere, Antonin",,2
,"Chatinière, Antonin",,3
,"Chatinière, Antonin-Marie",,7
,"Chauffer, Pierre",,3
,"Chaufour, Léon",,1
,"Chaumouillé, Charles",,2
,"Chaussat, Emma",,2
,"Chaussat, Mlle Emma",,2
,"Chaussat, Mme Emma",,2
,"Chautard, Joseph",,31
,"Chautard, Joseph ",,1
,"Chauveau, Camille-N.",,2
,"Chauvel, Théophile",,22
,"Chauvet, Ernest",,1
,"Chauvier de Léon, Georges-Ernest",,7
,"Chauvier de Léon, Georges-Ernest ",,2
,"Chauvigné, Auguste",,5
,"Chauvin, Charles",,1
,"Chauvin, Edouard-Sébastien",,1
,"Chauvin, Mlle Eugénie",,2
,"Chavet, Joseph-Victor",,14
,"Chavet, Joseph-Victor ",,2
,"Chavet, Victor-Joseph",,3
,"Chaville, Mlle Pauline",,1
,"Chazal, Antoine",,10
,"Chazal, Camille",,1
,"Chazal, Jules",,1
,"Chazal, Mme Fanny (née Mérigot)",,1
,"Chazerain, Edmond",,2
,"Chebowski, Stanislas",,1
,"Chegnay, Henry-Marie",,1
,"Chelmonski, Joseph",,7
,"Chelmonski, Joseph ",,1
,"Chenavard, Paul",,23
,"Chennevière, Albert-Fleurimond",,1
,"Chennevière, Albert-Florimond",,1
,"Chenu, Alfred",,6
,"Chenu, Mlle Marguerite-Maria",,3
,"Chenu, Mlle Maria",,6
,"Chenu, Mlle Maria-Marguerite",,1
,"Chenu, Mlle Marie",,2
,"Chenu, Mlle Marie-Marguerite",,1
,"Cherbonnier, François",,1
,"Chereau, Mlle",,1
,"Chereau, Mlle Antonine",,1
,"Cherelle, Leger",,1
,"Cherelle, Léger",,10
,"Cheremeteff, Basile",,2
,"Cheremeteff, Basile de",,3
,"Cheret, Jean-Louis",,3
,"Cheret, Jean-Louis Lachaume",,5
,"Cheret, Louis-Jean",,1
,"Cherfils, Valentin",,1
,"Cherier, Bruno",,5
,"Cheronnet-Champollion, René",,1
,"Cherot, Ernest",,6
,"Cherot, Etienne",,3
,"Cherpin, Marie-Alexina",,3
,"Cherpin, Mlle Marie-Alexina",,1
,"Chery, Louis",,2
,"Chesneau, Emile",,1
,"Chetelot, Marguerite-Augustine",,3
,"Chevaillier, Henri",,2
,"Chevalier, Ferdinand",,1
,"Chevalier, Hyacinthe",,1
,"Chevalier, Marie-Louis-Jean-Baptiste",,7
,"Chevalier, Marie-Louis-Jean-Baptiste ",,1
,"Chevalier, Michel-Auguste",,1
,"Chevalier, Mlle Marie-Sophie",,1
,"Chevalier, Mme Adeline-Louise",,2
,"Chevallier, Frédéric",,2
,"Chevallier, Henri",,8
,"Chevallier, Léon-Pierre",,1
,"Chevallier, Pierre-Léon",,1
,"Chevarrier, Mme Marie (née de Pène)",,2
,"Chevarrier, Mme Marie de (née de Pène)",,2
,"Chevillard, Vincent",,6
,"Chevilliard, Vincent",,11
,"Chevilliard, Vincent ",,2
,"Chevreuil, Léon",,2
,"Chevreuil, Léon-Marie-Martial ",,1
,"Chevreux, Jules",,1
,"Chevrier, Jules",,12
,"Chezelles, Mme la vicomtesse H. de",,1
,"Chiapory, Bernard-Charles",,3
,"Chiapory, Charles",,2
,"Chibourg, Pierre-Justin-Léopold",,29
,"Chicotot, Georges-Alexandre",,2
,"Chierici, Gaetano",,2
,"Chifflard, François-Nicolas",,5
,"Chifflart, François",,8
,"Chifflart, François-Nicolas",,4
,"Chigot, Alfred",,1
,"Chigot, Alphonse",,5
,"Chigot, Alphonse ",,1
,"Chirat, Benoit",,3
,"Chirat, Benoît",,2
,"Chitier, Adolphe",,3
,"Chitussi, Antonin",,3
,"Chlebowski, Stanislas",,3
,"Chlebowski, Stanislas ",,2
,"Chlébowski, Stanislas",,1
,"Chocarne, Geoffroy-Alphonse",,3
,"Choel, Mlle Fideline",,3
,"Choel, Mme Fideline",,1
,"Choel, Mme Fidéline",,1
,"Choisnard, Félix-Jean-Clément",,4
,"Choizeau, Mlle Camille",,2
,"Cholet, André",,5
,"Cholet, Jean-Antoine",,7
,Chollot,,1
,"Cholé-Moutet, Mme Céleste",,3
,"Chompret, Alfred-Charles",,1
,"Choné, Georges",,1
,"Choquet, Jules-Charles",,1
,"Chosson, Mlle Marie",,3
,"Chosson, Mlle Marie-Thérèse",,1
,"Chosson, Mme Marie",,3
,"Choubrac, Alfred",,3
,"Choulrac, Alfred",,1
,"Chouppe, Jean-Henri",,10
,"Chouquet, Eugène-Emile ",,1
,"Chouvet, Mme Louise (née Rentier)",,1
,"Christian, Mme P.",,1
,"Christiani, Fernand de",,2
,"Christiani, Gaston-Dimitri de",,1
,"Christiansen, Emile",,1
,"Christol, Frédéric",,8
,"Christol, Frédéric ",,2
,"Christophe, Emmanuel",,2
,"Christophe, Eugène",,1
,"Christy, Eugène",,6
,"Chrysostôme, Jean",,1
,"Chrétien, Auguste-Clément",,23
,"Chrétien, Auguste-Clément ",,1
,"Chrétien, C.",,1
,"Châtillon, Mlle Laure de",,2
,"Chèrelle, Léger",,1
,"Chéreau, Eugène",,1
,"Chérelle, Leger",,2
,"Chérelle, Léger",,12
,"Chéret Lachaume de Gavany, Jean-Louis",,1
,"Chéret, Jean-Louis",,1
,"Chéret, Jean-Louis Lachaume",,2
,"Chérier, Bruno",,10
,"Chéron, Mlle Cécile",,1
,"Chéron, Mlle Fanny",,4
,"Chéron, Mme (née Aimée Jovin)",,4
,"Chéron, Olivier",,2
,"Chéronnet-Champollon, René",,1
,"Chérot, Ernest",,13
,"Chérot, Ernest ",,1
,"Chéry, Louis",,1
,"Chérémeteff, Basile de",,1
,"Chérémeteff, Basile de ",,1
,"Chéréméteff, Basile de",,1
,"Ciappori, Claudius",,3
,"Ciappori, Claudius-Joseph",,4
,"Ciappori, Joseph-Claudius",,1
,Ciappori-Puche,,2
,"Ciardi, Guglielmo ",,1
,"Cibot, E.",,2
,"Cicert, Eugène",,2
,"Cieselski, Vladyslav",,1
,"Cieselski, Vladyslav ",,1
,"Ciesielski, Ladislas",,4
,"Ciesielski, Vladyslav",,4
,"Cieutat, Gustave-Hippolyte",,1
,"Cieutat, Hippolyte",,1
,"Cieutat, Hippolyte-Gustave",,2
,"Cinot, France",,2
,"Cinot, Franck",,4
,"Cinot, Frank-Jean-Baptiste-Louis",,1
,"Ciseri, Antonio",,3
,"Cisneros, François",,2
,"Cisnéros, François",,1
,"Cival, Marius",,3
,"Civat, Marius",,1
,"Claez, Constant",,1
,"Clagne, Richard",,1
,"Clague, Richard",,2
,"Clairin, Georges",,5
,"Clairin, Georges ",,2
,"Clairin, Georges-Jules-Victor",,6
,"Clairin, Jules-Georges-Victor",,1
,"Clairval, Mme la vicomtesse Marie-Thérèse H. de",,2
,"Clairval, vicomtesse Thérèse de",,2
,"Clairville, Mlle Eugénie de",,2
,"Clairville, Mme Eugénie de",,1
,"Claparède, Paul",,1
,"Claris, Gaston",,2
,"Clary, Eugène",,4
,"Clary, Jean-Eugène",,2
,"Claude, Eugène",,34
,"Claude, Eugène ",,2
,"Claude, Victor",,7
,"Claude, Victor-Georges",,1
,"Claudie, Mlle",,4
,"Claudon, Mlle Isabelle",,1
,"Claus, Emile",,1
,"Clauss, Louis",,1
,"Claveau, Eugène",,1
,"Clavel, Emile",,3
,"Clavel, Georges",,7
,"Clavel, Ismaël-Adolphe",,1
,"Clavel, Théodore",,1
,"Clavé, Pelegrin",,3
,"Clays, Paul-Jean",,17
,"Clays, Paul-Jean ",,2
,"Clays, Pierre-Jean",,2
,"Clayton, John",,2
,"Clayton, John ",,1
,"Cledat de Lavigerie, Samuel-Marie",,1
,"Cleenewerck, Henri",,1
,"Cleenewerck, Henry",,3
,"Cleis, Gustave",,1
,"Clerc, Jacques-François-Camille",,2
,"Clerc, Jean-Baptiste",,1
,"Clerc, Maurice",,1
,"Clerc, Mme Martha",,3
,"Clere, Jean-Jacques-Camille",,1
,"Clerget, Emile",,4
,"Clerget, Emile ",,1
,"Clerget, Hubert",,15
,"Clermont, Adhemar-Louis de ",,2
,"Clermont, Adhémar-Louis de",,3
,"Clermont, Auguste-Henri-Louis de",,2
,"Clermont, Auguste-Henry-Louis de",,4
,"Clermont-Gallerande, Adhémar de",,2
,"Clermont-Gallerande, vicomte Adhémar-Louis de",,4
,"Clermont-Gallerande, vicomte Adhémar-Louis-Gaspart de",,1
,"Clesinger, Jean-Baptiste",,3
,"Clint, A.",,1
,"Clion, Charles de",,3
,"Cliquot, Mlle Antoinette",,4
,"Cliquot, Mlle Antoinette ",,1
,"Clodius, Joseph-Hector",,7
,"Cloud, Mme Joséphine-Lillie",,1
,"Clouet d’Orval, Francis",,3
,"Clouet, Félix",,31
,"Clouet, Félix ",,2
,"Clouet-D’Orval, Francis",,2
,"Clouet-d'Orval, Francis",,2
,"Clouet-d’Orval, Francis",,4
,"Clouët-D'Orval, Francis",,1
,"Cluseret, Gustave",,2
,"Cluysenaar, Alfred",,5
,"Cluysenaar, Jean-André-Alfred",,1
,"Clère, Jacques François-Camille",,3
,"Clère, Jacques-François-Camille",,38
,"Clère, Jacques-François-Camille ",,2
,"Clémans, Léon",,1
,"Clémansin-Dumaine, Georges",,1
,"Clément, Félix Auguste",,2
,"Clément, Félix-Auguste",,21
,"Clément, Félix-Auguste ",,2
,"Clément, Jean-Laurent ",,1
,"Clément, Mme Anna (née Delautel)",,2
,"Clément, Mme Anna (née de Lantel)",,2
,"Clément, Mme Sophie",,1
,"Clérambault, Mlle Adeline",,2
,"Clérambault, Mme Adeline",,1
,"Cléry, Edouard",,2
,"Cléry, Pierre-Edouard",,15
,"Clésinger, Jean-Baptiste",,2
,"Cobianchi, Iginio",,1
,"Cobus, Léon",,2
,"Cobus, Mme Adèle",,4
,"Cochard, Marie",,1
,Cockelaere,,1
,"Cocquerel, J.-J.",,2
,"Cocquerel, Jean-Joseph-Jules",,9
,"Cocquerel, Jean-Jules",,3
,"Cocquerel, Jules-Jacques-Olivier de",,4
,"Cocquerel, Olivier de",,1
,"Cocquerel, Olivier de ",,1
,"Cocteau, Georges-Alfred",,1
,"Coda, Nicolas",,3
,"Codina-Langlin, Victoriano",,2
,"Codina-Langlin, Victoriano ",,1
,"Codina-Langlin, Victorien",,1
,"Coedès, Hippolyte",,1
,"Coedès, Louis-Eugène",,41
,"Coeffier, Mme (née Marie-Pauline Lescuyer)",,3
,"Coeffier, Mme (née Marie-Pauline-Adrienne Lescuver)",,1
,"Coeffier, Mme (née Marie-Pauline-Adrienne Lescuyer)",,9
,"Coeffier, Mme Marie Pauline",,2
,"Coeffier, Mme Marie-Pauline (née Lescuyer)",,6
,"Coeffier, Mme Marie-Pauline-Adrienne",,3
,"Coeffier, Mme Marie-Pauline-Adrienne (née Lescuyer)",,16
,"Coeffier, Mme Pauline",,6
,"Coefier, Mme (née Marie-Pauline-Adrienne Lescuyer)",,2
,"Coessin de La Fosse, Charles",,3
,"Coessin de la Fosse, Charles",,1
,"Coeurderoy, Mme Marie",,4
,"Coeurt, Mary",,1
,"Coeylas, Henry",,3
,"Coffetier, Nicolas",,4
,"Coffetier, Nicolas ",,1
,"Coffin, William-Anderson",,4
,"Coffinières de Nordeck, Léon-Gabriel",,4
,"Coffinières de Nordeck, Léon-Gabriel ",,1
,"Cogghe, Rémy",,2
,"Cogniet, Léon",,6
,"Coic, Michel",,3
,"Coignet, Jules-Louis-Philippe",,14
,"Coinchon, feu Albert",,2
,"Coindet, Mlle P.",,1
,"Coindras, Mlle Henriette",,1
,"Coindre, Gaston-Jean",,2
,"Col, David",,1
,"Colas, Auguste",,2
,"Colcomb, Léon",,2
,"Cole, J.- Foxcroft",,2
,"Cole, J.-Foxcroft",,2
,"Cole, J.-Foxcroft ",,1
,"Coleby, Mlle Alice",,2
,"Coleman, Charles-Caryl",,1
,"Coleman, Charles-Caryl ",,1
,"Coleman, Henri",,2
,Colibert,,2
,"Colin, Alexandre",,11
,"Colin, Alexandre-Marie",,45
,"Colin, Charles-Alphonse",,1
,"Colin, Charles-François",,3
,"Colin, Gustave",,13
,"Colin, Gustave ",,1
,"Colin, Gustave-Henri",,11
,"Colin, Mme Félicie-Hélène",,1
,"Colin, Paul-Alfred",,3
,"Colin-Libour, Mlle Uranie",,1
,"Colin-Libour, Mme A.-Uranie",,2
,"Colin-Libour, Mme Ubanie-Alphonsine",,2
,"Colin-Libour, Mme Uranie",,19
,"Colin-Libour, Mme Uranie ",,2
,"Colin-Libour, Mme Uranie-Alphonsine",,8
,Colinet,,2
,"Colinet, Edmé-Dominique",,1
,"Coll-Lemaire, Mme Jeanne-Madeleine",,2
,"Colla, J.",,1
,"Colla, Joseph",,9
,"Collard, Mme (née Marie-Anne-Herminie Bige)",,5
,"Collard, Mme (née Marie-Anne-Herminie Bigé)",,3
,"Collard, feue Mme Marie-Anne-Herminie (née Bigé)",,1
,"Collart, Mlle Marie",,10
,"Collas, Amédée-Paul",,2
,"Collault-Verroust, Mme Marie",,2
,"Colle, Mlle Madeleine",,2
,"Colle-Lemaire, Mme Jeanne-Madeleine",,1
,"Colleoni, Vincent",,1
,"Collette, Alexandre",,36
,"Collette, Mme Jenny (née Vormèse)",,1
,"Collette, feu Alexandre-Désiré",,2
,Collette-Vornèse,,1
,"Collier, John",,1
,"Collignon, Ennemond",,10
,"Collin, Louis-Joseph-Raphaël",,6
,"Collin, Louis-Joseph-Raphaël ",,2
,"Collin, Mme Elisa",,1
,"Collin, Nicolas-Pierre",,6
,"Collin, Paul-Louis",,2
,"Collinet, Emile",,3
,"Collinet, Joseph",,2
,"Collinet, Joseph-Jules",,2
,"Collins, Alfred-Q.",,1
,"Collins, C.",,1
,"Collischon, Hermann",,1
,"Collomb, Mme Louise (née Agassis)",,2
,"Collot, Paul",,1
,"Colmet, Théophile",,1
,"Colomb, G.",,1
,"Colombat, Mme Laure",,1
,"Colombel, Mme Berthe (née Pilet)",,1
,"Colombet, Mlle Cécile",,1
,"Colonna d'Istria, Pierre",,5
,"Colonna d’Istria, Pierre",,3
,"Colonna d’Istria, Pierre-François-Jean-Jacques",,1
,"Colson, Ch.-J.-B.",,1
,"Colson, Charles-Jean-Baptiste",,3
,"Colville, Mlle Anna",,1
,"Comairas, Philippe",,1
,"Coman, Mlle Charlotte-B.",,2
,"Combe-Velluet, Alphonse",,4
,"Combes, Victor",,3
,"Combette, Mlle Louisa",,4
,"Combettes, Mlle Louisa",,3
,"Comerre, Léon-François",,4
,"Commanville, Mme Caroline",,3
,"Commissaire, Mlle Fanny",,2
,"Compan, Henri-Eugène",,1
,"Compte, Pierre-Charles",,1
,"Compte-Calix, Mme Céleste",,10
,"Compte-Calix, Mme Céleste ",,1
,"Comte, Pierre-Charles",,35
,"Comte, Pierre-Charles ",,2
,"Comtois, Franc",,3
,"Coméléran, Léon",,1
,"Conant, Mlle Cornelia",,2
,"Conant, Mme Cornelia",,1
,"Conconi, Maur",,2
,"Condamin, Henri",,3
,"Condamin, Henry",,1
,"Condamin, Joseph-Henri",,1
,"Condamin, Mlle Jeanne",,2
,"Condamin, Mlle Jeanne ",,1
,"Condamine, Henri",,1
,"Conin, Alphonse",,1
,"Conin, Mlle Jane",,2
,"Conseil, Napoléon",,2
,"Considérant, Mme Julie-Victor",,1
,"Constans, Louis-Aristide-Léon",,1
,"Constant, Alphonse-Louis",,2
,"Constant, Amédée",,1
,"Constantin, Auguste",,5
,"Constantin, Auguste-Aristide-Fernand",,20
,"Constantin, Auguste-Aristide-Fernand ",,1
,"Constantin, Charles-Dominique-Vivant",,2
,"Contant, Jules",,8
,"Conte, Louis-Liborio",,2
,"Conte, Mme",,1
,"Conte, Mme Hortense",,1
,"Conti, Tito",,1
,"Contini, Joseph",,4
,"Cooke, E.-W.",,4
,"Cool, F.-S.",,1
,"Cool, Gabriel de",,6
,"Cool, Gabriel de ",,2
,"Cool, Mme Delphine de",,9
,"Cool, Mme Delphine de ",,2
,"Cool, Mme Delphine de (née Fortin)",,1
,"Cool, Mme de (née Delphine Fortin)",,4
,"Coomans, Joseph",,16
,"Coomans, Joseph ",,2
,"Coomans, Joseph-Pierre-Olivier",,2
,"Coomans, Pierre-Olivier-Joseph",,5
,"Cooper, A.",,2
,"Cooper, T.-S.",,2
,"Cooper, W.",,1
,"Coosemans, Joseph-Théodore",,17
,"Coosemans, Joseph-Théodore ",,2
,"Coosmans, Joseph-Théodore",,4
,"Cope, C.-W.",,6
,"Copeland, Alfred-Bryant",,1
,"Copeland, Alfred-Bryant ",,1
,"Copeland, Alfred-Bryants",,1
,"Coppens de Nortlandt, Mlle Jeanne",,1
,"Coppée, Mlle Anne",,2
,"Coppée, Mlle Sophie",,1
,"Coquand, Paul",,8
,"Coquand, Paul ",,2
,"Coquart, Georges-Ernest",,2
,"Coquelet, Louis",,3
,"Coquelet, Louis ",,1
,"Coqueret, Achille",,2
,"Corbe, Emile-Jean-Claude",,1
,"Corbet, Edouard",,4
,"Corbineau, Auguste-Charles",,12
,"Corbineau, Auguste-Charles ",,1
,"Corbineau, Charles",,2
,"Corbineau, Charles-Auguste",,4
,"Corchon Y Diaqué, Federico",,3
,"Corchon y Diaque, Federico ",,1
,"Corchon y Diaqué, Frédérico",,1
,"Corchon-Diaque, Federico",,4
,"Cordeil, Hippolyte-Charles-Albert",,1
,"Cordero, Juan",,1
,"Cordey, Frédéric-Samuel",,1
,"Cordier, Armand",,2
,"Cordier, Charles-Pierre-Modeste",,5
,"Cordier, Louis",,5
,"Cordier, Léonce-Lucien",,9
,"Cordier, Raoul",,2
,"Corffier, Mme Marie-Pauline-Adrienne (née Lescuyer)",,2
,"Cormeray, Georges",,2
,"Cornelius, Pierre de",,1
,"Corneloup-du-Colombier, Mlle Noëlla",,1
,"Cornet, Alphonse",,18
,"Cornet, Joseph",,1
,"Cornet, Joseph ",,1
,"Cornienti, Cherubin",,1
,"Cornienti, Cherubino",,1
,"Cornille, Victor-Auguste",,1
,"Cornilliet, Jules",,30
,"Cornilliet, Jules ",,1
,"Cornillon, J.",,1
,"Cornillon, Joannis",,15
,"Cornu, Eugène",,1
,"Cornu, Jean-Jean",,9
,"Cornu, Sébastien",,3
,"Cornu, Sébastien-Melchior",,7
,"Cornu, Vital",,1
,"Cornu, feu Sébastien-Melchior",,1
,"Coroenne, Henri",,17
,"Coroenne, Henri ",,2
,"Coroenne, Henry",,2
,"Coronat, Prosper",,5
,"Coronat, Prosper-Pierre",,1
,"Corot, Jean-Baptiste",,2
,"Corot, Jean-Baptiste-Camille",,54
,"Corot, Mme Charlotte-Paul (née Bouvaist)",,1
,"Corot, feu Jean-Baptiste-Camille",,3
,"Coroënne, Henri",,8
,"Corpet, Charles-Etienne",,6
,"Corpet, Etienne",,17
,"Corpet, Etienne ",,2
,"Corplet, Charles-Alfred",,3
,"Corps, Adrien-Florent",,2
,Corrard,,1
